Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",name,source,source_url
1124,drowned,drowning or exhaustion related death,United,2001-12-26T00:00:00Z,2001,0,0,1,"drowned, trying to clandestinely get onboard a merchant ship anchored near Ceuta (E/MA) (Dec 26, 2001). From Del Grande's data set (translated): Boy drowned trying to board a freighter anchored in the port of Ceuta (Dec 27, 2001)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Dec 26, 2001",MNS,http://www.elpais.com/articulo/espana/Hogueras/frio/Tarifa/viaje/patera/elpepiesp/20011228elpepinac_13/Tes
1125,drowned,drowning or exhaustion related death,United,2001-12-16T00:00:00Z,2001,0,0,4,"drowned, found dead on a beach in Punta Aceituno, Canary Islands (E) (Dec 16, 2001). From Del Grande's data set (translated): Found the bodies of two drowned men on the beach in Punta Aceituno, Fuerteventura, in the Canary Islands (Dec 18, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Dec 16, 2001",MNS/MUGAK,http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/Canarias/elpepiesp/20011218elpepinac_18/Tes
1126,drowned,drowning or exhaustion related death,United,2001-12-08T00:00:00Z,2001,0,0,3,"drowned, decomposing bodies washed ashore in Cabestrante in El Ejido (E) (Dec 8, 2001)","El Ejido, spain",36.774063,-2.815304,"36.774063, -2.815304","Event at El Ejido, Spain on Dec 08, 2001",MNS/ODP,
1127,drowned,drowning or exhaustion related death,United,2001-12-05T00:00:00Z,2001,0,0,1,"drowned, body washed ashore along the coast of Tarifa (E) (Dec 5, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Dec 05, 2001",Mugak/Gara,
1128,drowned,drowning or exhaustion related death,United,2001-11-27T00:00:00Z,2001,0,0,1,"drowned, thrown off a boat near Fuerteventura (E) (Nov 27, 2001). From Del Grande's data set (translated): Drowned a boy thrown into the sea from the rail of the boat on which he was traveling off the coast of Fuerteventura, in the Canary Islands (Nov 29, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Nov 27, 2001",MUGAK,http://www.elpais.com/articulo/espana/Muere/joven/magrebi/arrojado/patera/Fuerteventura/elpepiesp/20011129elpepinac_17/Tes
1129,drowned,drowning or exhaustion related death,United,2001-11-24T00:00:00Z,2001,0,0,1,"drowned, found floating off the coast of Ceuta (E/MA) (Nov 24, 2001)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Nov 24, 2001",MUGAK,
1130,drowned,drowning or exhaustion related death,United,2001-11-05T00:00:00Z,2001,0,0,1,"reportedly drowned on his way to Spain, body found on a beach in Tarifa (E) (Nov 5, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Nov 05, 2001",MNS/ELM/PUB,
1131,drowned,drowning or exhaustion related death,United,2001-11-05T00:00:00Z,2001,0,0,5,"drowned when raft sank near Puglia (I) (Nov 5, 2001)",puglia,40.792839,17.101193,"40.792839, 17.101193","Event at Puglia on Nov 05, 2001",MNS,
1132,drowned,drowning or exhaustion related death,United,2001-11-05T00:00:00Z,2001,0,0,17,"reportedly drowned, trying to cross the river Morava, border between CZ/SK (Nov 5, 2001)",Kopčany,48.793521,17.089663,"48.793521, 17.089663","Event at Morava on Nov 05, 2001",AP/IRR/Der Standard, http://zpravy.idnes.cz/bezenci-u-sebe-nemeli-ani-doklady-dou-/krimi.aspx?c=A010709_162530_zlin_cernakr_boh
1133,drowned,drowning or exhaustion related death,United,2001-11-05T00:00:00Z,2001,0,0,1,"drowned, trying to cross the river Morava, border between Czechia and Slovakia (Nov 5, 2001)",morava,49.195098,16.60673,"49.195098, 16.60673","Event at Morava on Nov 05, 2001",AP/IRR/Der Standard,
1134,drowned,drowning or exhaustion related death,United,2001-10-24T00:00:00Z,2001,0,0,1,"drowned, near Guben (D) trying to swim accross river Neisse (PL-D)  (Oct 24, 2001). From Del Grande's data set (translated): Found the body of a man who drowned trying to cross the river Neisse border between Poland and Germany, in Guben (Oct 25, 2001)",neisse,50.482286,17.329586,"50.482286, 17.329586","Event at Neisse on Oct 24, 2001",ARI,http://www.ari-berlin.org/
1135,drowned,drowning or exhaustion related death,United,2001-10-22T00:00:00Z,2001,0,0,1,"drowned in the Strait of Gibraltar, in attempt to swim to Spain from MA (Oct 22, 2001)",gibraltar,36.140751,-5.353585,"36.140751, -5.353585","Event at Gibraltar on Oct 22, 2001",MUGAK,
1136,drowned,drowning or exhaustion related death,United,2001-10-06T00:00:00Z,2001,0,0,4,"drowned near the southern coast of Sicily (I), reportedly thrown overboard by traffickers (Oct 6, 2001)",sicily,37.599994,14.015356,"37.599994, 14.015356","Event at Sicily on Oct 06, 2001",MNS/NW DPA/Vita/TL,
1137,drowned,drowning or exhaustion related death,United,2001-10-05T00:00:00Z,2001,0,0,12,"drowned after dinghy loaded with migrants sunk near Trani (I) (Oct 5, 2001)",trani,41.277486,16.417833,"41.277486, 16.417833","Event at Trani on Oct 05, 2001",IRR/Vita/TL/LS,
1138,drowned,drowning or exhaustion related death,United,2001-10-01T00:00:00Z,2001,0,0,2,"bodies found in advanced state of decomposition near Tarifa (E) (Oct 1, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Oct 01, 2001",GARA,
1139,drowned,drowning or exhaustion related death,United,2001-01-24T00:00:00Z,2001,0,0,7,"reportedly drowned, boat missing after drifting off Spanish coast near Almeria (E) (Jan 24, 2001)",almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Jan 24, 2001",MNS,
1140,drowned,drowning or exhaustion related death,United,2001-01-21T00:00:00Z,2001,0,0,1,"drowned after reportedly colliding border guard patrol ship near Tarifa (Jan 21, 2001). From Del Grande's data set (translated): Sinking a boat in the waters of Tarifa, 1 dead and 5 missing at sea (Jan 22, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jan 21, 2001",GARA,http://www.elpais.com/archivo/buscando.html
1141,drowned,drowning or exhaustion related death,United,2001-01-20T00:00:00Z,2001,0,0,6,"1 body found, 5 reportedly drowned after small boat capsized near Tarifa (E) (Jan 20, 2001)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jan 20, 2001",MNS,
1142,drowned,drowning or exhaustion related death,United,2001-01-19T00:00:00Z,2001,0,0,1,"stowaway, found on ferry from Oostende (B) to Dover (GB), jumped from ship (Jan 19, 2001). From Del Grande's data set (translated): Discovered on the ferry which was traveling hidden, dives into the sea and drowns (Jan 20, 2001)",dover,51.127876,1.313403,"51.127876, 1.313403","Event at Dover on Jan 19, 2001",IRR/NCADC,https://www.irr.org.uk/
1143,drowned,drowning or exhaustion related death,United,2001-01-11T00:00:00Z,2001,0,0,1,"drowned, trying to swim from deserted Island ashore near Aegean coast (TR) (Jan 11, 2001)",aegean,37.075546,25.520736,"37.075546, 25.520736","Event at Aegean on Jan 11, 2001",WB,
1144,drowned,drowning or exhaustion related death,United,2001-01-11T00:00:00Z,2001,0,0,4,"reportedly drowned, trying to reach Greece from Turkey with a dinghy (Jan 11, 2001)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jan 11, 2001",AFP,
1145,drowned,drowning or exhaustion related death,United,2001-01-11T00:00:00Z,2001,0,0,2,"drowned trying to reach Greece from Turkey with a dinghy (Jan 11, 2001)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jan 11, 2001",AFP,
1146,drowned,drowning or exhaustion related death,United,2001-01-11T00:00:00Z,2001,0,0,2,"Kurds, drowned in Southern Adriatic (I) being dumped in sea by smugglers (Jan 11, 2001)",Southern Adriatic,40.771667,18.69873,"40.771667, 18.69873","Event at Southern Adriatic on Jan 11, 2001",IRR,
1147,drowned,drowning or exhaustion related death,United,2001-01-11T00:00:00Z,2001,0,0,1,"Kurd, pregnant, drowned in Southern Adriatic (I) being dumped in sea by smugglers (Jan 11, 2001)",Southern Adriatic,40.771667,18.69873,"40.771667, 18.69873","Event at Southern Adriatic on Jan 11, 2001",IRR,
1148,drowned,drowning or exhaustion related death,United,2001-01-07T00:00:00Z,2001,0,0,1,"drowned, reportedly his boat capsized and sunk near Fuerteventura (E) (Jan 7, 2001)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676","Event at Fuerteventura on Jan 07, 2001",SZ,
1149,drowned,drowning or exhaustion related death,United,2001-01-06T00:00:00Z,2001,0,0,11,"reportedly drowned, after struggle to keep afloat in small vessel near Almeria (E) (Jan 6, 2001)",almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Jan 06, 2001",MNS,
1150,drowned,drowning or exhaustion related death,United,2001-01-06T00:00:00Z,2001,0,0,3,"drowned, forced to cross back over a river towards Greece by Turkish soldiers (Jan 6, 2001)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Jan 06, 2001",MNS,
1151,drowned,drowning or exhaustion related death,United,2001-01-05T00:00:00Z,2001,0,0,1,"drowned, found at the beach of Banhos ¬¨¬∞rabes near Bolonia/Cadiz (E) (Jan 5, 2001)",cadiz,36.527061,-6.288596,"36.527061, -6.288596","Event at Cadiz on Jan 05, 2001",PUB,
1152,drowned,drowning or exhaustion related death,United,2000-09-11T00:00:00Z,2000,0,0,3,"drowned after their boat was crushed on the way to Spain, bodies found near Cadiz (E) (Sep 11, 2000)",cadiz,36.527061,-6.288596,"36.527061, -6.288596","Event at Cadiz on Sep 11, 2000",Diario Vasco,
1153,drowned,drowning or exhaustion related death,United,2000-09-01T00:00:00Z,2000,0,0,15,"reportedly drowned, small boat disappeared on Adriatic Sea near Italy (Sep 1, 2000)",Albania to Italy,40.350451,18.830566,"40.350451, 18.830566","Event at Albania To Italy on Sep 01, 2000",Giuliano News Chronicle,
1154,drowned,drowning or exhaustion related death,United,2000-08-28T00:00:00Z,2000,0,0,12,"drowned in river Sava (HR/BH) trying to travel illegally to Western Europe (Aug 28, 2000). From Del Grande's data set (translated): 12 men drowned trying to cross the Sava River to cross the border with Croatia (Aug 29, 2000)",sava,40.403712,17.557323,"40.403712, 17.557323","Event at Sava on Aug 28, 2000",MNS/AFP/taz/IFIR,http://www.hambastegi.org/internationalnews/augustnews.htm
1155,drowned,drowning or exhaustion related death,United,2000-08-27T00:00:00Z,2000,0,0,5,"drowned, when fisher boat sank near Isola Capo Rizzuto (I) (Aug 27, 2000)",capo,38.158524,14.742693,"38.158524, 14.742693","Event at Capo on Aug 27, 2000",IRR,
1156,drowned,drowning or exhaustion related death,United,2000-08-27T00:00:00Z,2000,0,0,1,"reportedly drowned in river Oder (D/PL) near Genschmar (Aug 27, 2000). From Del Grande's data set (translated): Found the body of a man who drowned trying to cross the Oder River on the border between Poland and Germany, to Genschmar (Aug 28, 2000)",genschmar,52.618489,14.545038,"52.618489, 14.545038","Event at Genschmar on Aug 27, 2000",German Government,http://www.bmi.bund.de/
1157,drowned,drowning or exhaustion related death,United,2000-08-25T00:00:00Z,2000,0,0,16,"missing, reportedly drowned near Kos (GR), after small boat capsized (Aug 25, 2000)",kos,36.799851,27.102943,"36.799851, 27.102943","Event at Kos on Aug 25, 2000",AFP/AP/BBC,
1158,drowned,drowning or exhaustion related death,United,2000-08-25T00:00:00Z,2000,0,0,8,"drowned near Kos (GR), when small boat capsized (Aug 25, 2000). From Del Grande's data set (translated): It overturns a boat in the waters of the island of Kos, 8 dead, 16 missing in sea (Aug 27, 2000)",kos,36.799851,27.102943,"36.799851, 27.102943","Event at Kos on Aug 25, 2000",AFP/AP/BBC,http://news.bbc.co.uk/2/hi/europe/897937.stm
1159,drowned,drowning or exhaustion related death,United,2000-08-12T00:00:00Z,2000,0,0,4,"drowned, dinghy sunk decomposing bodies washed ashore in Almeria (E) (Aug 12, 2000)",Almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Aug 12, 2000",InformeRaxen,
1160,drowned,drowning or exhaustion related death,United,2000-08-11T00:00:00Z,2000,0,0,1,"drowned on his way to Spain, found near Ceuta (E/MA) (Aug 11, 2000)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Aug 11, 2000",DiariodeNoticias,
1161,drowned,drowning or exhaustion related death,United,2000-08-07T00:00:00Z,2000,0,0,2,"missing, reportedly forced by traffickers to jump into Adriatic Sea near Bari (I) (Aug 7, 2000)",bari,41.117143,16.871871,"41.117143, 16.871871","Event at Bari on Aug 07, 2000",MNS,
1162,drowned,drowning or exhaustion related death,United,2000-08-07T00:00:00Z,2000,0,0,2,"drowned, reportedly forced by traffickers to jump into Adriatic Sea near Bari (I) (Aug 7, 2000)",bari,41.117143,16.871871,"41.117143, 16.871871","Event at Bari on Aug 07, 2000",taz/MNS,
1163,drowned,drowning or exhaustion related death,United,2000-08-02T00:00:00Z,2000,0,0,1,"reportedly drowned, body found in water purification plant Frankfurt Oder (D) (Aug 2, 2000)",frankfurt,50.110922,8.682127,"50.110922, 8.682127","Event at Frankfurt on Aug 02, 2000",German Government,
1164,drowned,drowning or exhaustion related death,United,2000-07-26T00:00:00Z,2000,0,0,1,"reportedly drowned, missing  near Arinaga (E) trying to go to Spain from Morocco (Jul 26, 2000)",arinaga,27.858484,-15.394362,"27.858484, -15.394362","Event at Arinaga on Jul 26, 2000",Mugak,
1165,drowned,drowning or exhaustion related death,United,2000-07-23T00:00:00Z,2000,0,0,2,"found near Ceuta (E/MA), reportedly drowned trying to reach Spain (Jul 23, 2000). From Del Grande's data set (translated): Shipwrecked boat heading to Spain in the waters of Ceuta. Found the body of a woman (Jul 24, 2000)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Jul 23, 2000",MNS/VK,http://www.elpais.com/articulo/espana/ESPAnA/Hallado/cadaver/Ceuta/naufragio/expedicion/elpepiesp/20000724elpepinac_2/Tes
1166,drowned,drowning or exhaustion related death,United,2000-07-23T00:00:00Z,2000,0,0,2,"found dead near Tarifa (E), reportedly drowned trying to reach Spain (Jul 23, 2000)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 23, 2000",taz/MNS/VK,
1167,drowned,drowning or exhaustion related death,United,2000-07-23T00:00:00Z,2000,0,0,2,"drowned, after falling into the Adriatic Sea (I) in a collision with a police boat (Jul 23, 2000). From Del Grande's data set (translated): 4 drowned in Otranto, in Apulia, after a collision between a boat and a boat of the Guardia di Finanza (Jul 24, 2000)",otranto,40.143898,18.491168,"40.143898, 18.491168","Event at Otranto on Jul 23, 2000",MNS/VK,http://www.elmundo.es/elmundo/2000/07/24/sociedad/964424403.html
1168,drowned,drowning or exhaustion related death,United,2000-07-22T00:00:00Z,2000,0,0,1,"found dead near Ceuta (E/MA), drowned trying to reach Spain (Jul 22, 2000)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Jul 22, 2000",MNS/DiariodeNavarra/EP/Mugak,
1169,drowned,drowning or exhaustion related death,United,2000-07-22T00:00:00Z,2000,0,0,1,"drowned near Algeciras (E) after shipwreck of a boat carrying other 36 migrants (Jul 22, 2000)",algeciras,36.132977,-5.453909,"36.132977, -5.453909","Event at Algeciras on Jul 22, 2000",DiariodeNoticias/EP,
1170,drowned,drowning or exhaustion related death,United,2000-07-21T00:00:00Z,2000,0,0,2,"found dead near Tarifa (E), reportedly drowned trying to reach Spain (Jul 21, 2000)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 21, 2000",MNS/VK,
1171,drowned,drowning or exhaustion related death,United,2000-07-17T00:00:00Z,2000,0,0,1,"drowned, body found floating in state of decomposition off the coast of Barbate (E) (Jul 17, 2000)",barbate,36.19002,-5.92248,"36.19002, -5.92248","Event at Barbate on Jul 17, 2000",MNS,
1172,drowned,drowning or exhaustion related death,United,2000-07-12T00:00:00Z,2000,0,0,13,"reportedly drowned near Bojador, Canary Islands (E) (Jul 12, 2000)",bojador,26.133333,-14.466667,"26.133333, -14.466667","Event at Bojador on Jul 12, 2000",ELM/Mugak/ABC/Raz,
1173,drowned,drowning or exhaustion related death,United,2000-07-12T00:00:00Z,2000,0,0,1,"drowned near Bojador, Canary Islands (E) (Jul 12, 2000)",bojador,26.133333,-14.466667,"26.133333, -14.466667","Event at Bojador on Jul 12, 2000",ELM/Mugak/ABC/Raz,
1174,drowned,drowning or exhaustion related death,United,2000-07-04T00:00:00Z,2000,0,0,11,"reportedly drowned, missing after small boat capsized near Tarifa (E) (Jul 4, 2000)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 04, 2000",MNS,
1175,drowned,drowning or exhaustion related death,United,2000-07-04T00:00:00Z,2000,0,0,3,"drowned, when small boat capsized near Tarifa (E) (Jul 4, 2000)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 04, 2000",MNS,
1176,drowned,drowning or exhaustion related death,United,2000-07-04T00:00:00Z,2000,0,0,2,"drowned, bodies found in advanced state of decomposition near Tarifa (E) (Jul 4, 2000)",tarifa,36.018776,-5.600819,"36.018776, -5.600819","Event at Tarifa on Jul 04, 2000",MNS,
1177,drowned,drowning or exhaustion related death,United,2000-07-04T00:00:00Z,2000,0,0,1,"reportedly drowned in river Oder (D/PL) near Kienitz (Jul 4, 2000). From Del Grande's data set (translated): Found the body of a man who drowned trying to cross the Oder River on the border between Poland and Germany, in Gross Breesen (Jul 10, 2000)",kienitz,52.643661,14.361496,"52.643661, 14.361496","Event at Kienitz on Jul 04, 2000",German Government,http://www.bmi.bund.de/
1178,drowned,drowning or exhaustion related death,United,2000-06-05T00:00:00Z,2000,0,0,1,"drowned, forced by traffickers to jump into Adriatic Sea near Otranto (I) (Jun 5, 2000)",otranto,40.143898,18.491168,"40.143898, 18.491168","Event at Otranto on Jun 05, 2000",MNS/taz,
